id	name	type_etablissement	nb_etablissements	funnel_stage	address	phone	linkedin_url	DUI	employees	tagline	summary	notes	next_action	created_by	created_at	updated_by	updated_at	website	industry	uses_netsoins	score_icp	city	region	country
ehpad-les-lataniers	EHPAD Les Lataniers	Groupe		Premier contact	102 rue Raymond Mondon	0262222323		Inconnu	91			Groupe: Fondation Père Favron | Finess: 970403622 | Lits: 91 | Hébergement min: 2 528,40  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29			https://www.favron.org/nos-structures/	EHPAD	Inconnu	1	La Possession	La Réunion	France
ehpad-residence-les-alizes	EHPAD Résidence Les Alizés	Groupe		Premier contact	22 rue des Scalaires	0262338989		Inconnu	90			Groupe: Fondation Père Favron | Finess: 970402673 | Lits: 90 | Hébergement min: 2 528,40  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29			https://www.favron.org/nos-structures/	EHPAD	Inconnu	1	Saint-Paul	La Réunion	France
ehpad-clovis-hoarau	EHPAD Clovis Hoarau	Groupe		Premier contact	42 rue du Bois de Nefles	0262904242		Inconnu	84			Groupe: Croix Rouge française (CRF) | Finess: 970466728 | Lits: 84 | Hébergement min: 2 508,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29			https://www.croix-rouge.fr/	EHPAD	Inconnu	1	Saint-Denis	La Réunion	France
ehpad-asteria	EHPAD Astéria	Indépendant		Premier contact	5 allée Bonnier	0262947320		Inconnu	80			Groupe:  | Finess: 970466256 | Lits: 80 | Hébergement min: NA | Typologie: 		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Saint-Denis	La Réunion	France
ehpad-fabien-lanave	EHPAD Fabien Lanave	Groupe		Premier contact	80 avenue de la Commune de Paris	0262915520		Inconnu	80			Groupe: Fondation Père Favron | Finess: 970408134 | Lits: 80 | Hébergement min: 2 528,40  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29			https://www.favron.org/nos-structures/	EHPAD	Inconnu	1	Le Port	La Réunion	France
ehpad-bras-long	EHPAD Bras Long	Groupe		Premier contact	120 rue Bras Long	0262717100		Inconnu	80			Groupe: Fondation Père Favron | Finess: 970406880 | Lits: 80 | Hébergement min: 2 518,80  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29			https://www.favron.org/nos-structures/	EHPAD	Inconnu	1	Entre-Deux	La Réunion	France
ehpad-de-la-ravine-blanche	EHPAD de la Ravine-blanche	Groupe		Premier contact	82 boulevard Hubert Delisle	0262716700		Inconnu	80			Groupe: Fondation Père Favron | Finess: 970406898 | Lits: 80 | Hébergement min: 2 518,80  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29			https://www.favron.org/nos-structures/	EHPAD	Inconnu	1	Saint-Pierre	La Réunion	France
ehpad-residence-sainte-clotilde	EHPAD Résidence Sainte-Clotilde	Groupe		Premier contact	52 rue Emile Grimaud	0262908769		Inconnu	80			Groupe: ASFA | Finess: 970406021 | Lits: 80 | Hébergement min: 2 512,80  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Denis	La Réunion	France
ehpad-villa-caudacienne	EHPAD Villa Caudacienne	Groupe		Premier contact	2 allée du docteur Ginette Amado	0171341300		Inconnu	125			Groupe: Le Noble Âge Retraite | Finess: 940022205 | Lits: 125 | Hébergement min: 2 872,50  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	La Queue-en-Brie	Île-de-France	France
ehpad-la-meuliere-de-la-marne	EHPAD La Meulière de la Marne	Groupe		Premier contact	20 boulevard du 8 Mai 1945	0178711212		Inconnu	125			Groupe: Le Noble Âge Retraite | Finess: 770019396 | Lits: 125 | Hébergement min: 2 850,00  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	La Ferté-sous-Jouarre	Île-de-France	France
ehpad-les-merlettes	EHPAD Les Merlettes	Groupe		Premier contact	206 avenue de la Division Leclerc	0139927200		Inconnu	156			Groupe: Groupe Korian | Finess: 950807271 | Lits: 156 | Hébergement min: 2 184,30  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Sarcelles	Île-de-France	France
ehpad-terrevillage	EHPAD Terrevillage	Groupe		Premier contact	42 rue Bethleem	0596520034		Inconnu	80			Groupe: Association Ozanam Alzheimer | Finess: 970209029 | Lits: 80 | Hébergement min: 2 835,90  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Schœlcher	Martinique	France
ehpad-les-madrepores	EHPAD Les Madrépores	Groupe		Premier contact	16 rue des Gestrams	0596686441		Inconnu	80			Groupe: EHPAD Les Madrépores | Finess: 970203048 | Lits: 80 | Hébergement min: 2 748,90  € | Typologie: Public		import-ehpad	2026-05-29			https://www.ehpad-lesmadrepores-martinique.fr/	EHPAD	Inconnu	1	Les Anses-d'Arlet	Martinique	France
ehpad-le-logis-saint-jean	EHPAD Le Logis Saint-Jean	Groupe		Premier contact	Rue Nérée Péria	0596680207		Inconnu	80			Groupe: Association Logis Saint-Jean | Finess: 970203022 | Lits: 80 | Hébergement min: 2 568,00  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29			https://www.logissaintjean.fr/	EHPAD	Inconnu	1	Rivière-Salée	Martinique	France
ehpad-henri-bourgeois	EHPAD Henri Bourgeois	Indépendant		Premier contact	Place d'Armes	0596666266		Inconnu	80			Groupe:  | Finess: 970203063 | Lits: 80 | Hébergement min: NA | Typologie: 		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Le Lamentin	Martinique	France
ehpad-marcel-hardy	EHPAD Marcel Hardy	Indépendant		Premier contact	Route de Bois Poteau	0596599789		Inconnu	80			Groupe:  | Finess: 970202230 | Lits: 80 | Hébergement min: NA | Typologie: 		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Le Robert	Martinique	France
ehpad-kay-gran-moun	EHPAD Kay-Gran-Moun	Indépendant		Premier contact	Route De Balata	0596592965		Inconnu	80			Groupe:  | Finess: 970210779 | Lits: 80 | Hébergement min: NA | Typologie: 		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Fort-de-France	Martinique	France
petite-unite-de-vie-les-colibris	Petite unité de vie - Les Colibris	Indépendant		Premier contact	865 chemin Hermitage Gonnier	0696268721		Inconnu	80			Groupe:  | Finess: 970213260 | Lits: 80 | Hébergement min: NA | Typologie: 		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Saint-Joseph	Martinique	France
ehpad-centre-emma-ventura	EHPAD Centre Emma Ventura	Indépendant		Premier contact	Route De Schoelcher	0596552000		Inconnu	80			Groupe:  | Finess: 970211363 | Lits: 80 | Hébergement min: NA | Typologie: 		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Fort-de-France	Martinique	France
ehpad-sainte-hildegarde	EHPAD Sainte Hildegarde	Indépendant		Premier contact	Croix Odilon	0596765122		Inconnu	80			Groupe:  | Finess: 970210373 | Lits: 80 | Hébergement min: NA | Typologie: 		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Gros-Morne	Martinique	France
ehpad-du-precheur	EHPAD du Prêcheur	Indépendant		Premier contact	Quartier Preville	0596529006		Inconnu	80			Groupe:  | Finess: 970211181 | Lits: 80 | Hébergement min: NA | Typologie: 		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Le Prêcheur	Martinique	France
ehpad-residence-l-orchidee	EHPAD Résidence l'Orchidée	Indépendant		Premier contact	Bois Jolimont	0596660918		Inconnu	80			Groupe:  | Finess: 970208948 | Lits: 80 | Hébergement min: NA | Typologie: 		import-ehpad	2026-05-29			http://www.residence-lorchidee.com/	EHPAD	Inconnu	0	Le Lamentin	Martinique	France
ehpad-les-gliricidias	EHPAD Les Gliricidias	Indépendant		Premier contact	Beauregard	0596547245		Inconnu	80			Groupe:  | Finess: 970202982 | Lits: 80 | Hébergement min: NA | Typologie: 		import-ehpad	2026-05-29				EHPAD	Inconnu	0	Le François	Martinique	France
ehpad-korian-champ-de-mars	EHPAD Korian Champ de Mars	Groupe		Premier contact	64 rue de la Fédération	0156583333		Inconnu	108			Groupe: Groupe Korian | Finess: 750809220 | Lits: 108 | Hébergement min: 7 365,60  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 15e Arrondissement	Île-de-France	France
ehpad-l-espace-gran-moun	EHPAD L' Espace Gran Moun	Groupe		Premier contact	Rue Gran Moun	0596755522		Inconnu	80			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 970210738 | Lits: 80 | Hébergement min: 2 487,00  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Fort-de-France	Martinique	France
ehpad-des-trois-ilets	EHPAD des Trois-Ilets	Groupe		Premier contact	Vatable	0596663000		Inconnu	80			Groupe: Hôpital des Trois Ilets | Finess: 970204327 | Lits: 80 | Hébergement min: 2 478,60  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Les Trois-Îlets	Martinique	France
ehpad-residence-trocadero	EHPAD Résidence Trocadéro	Groupe		Premier contact	7 rue du Bouquet de Longchamp	0140603830		Inconnu	91			Groupe: Groupe Emeis | Finess: 750046351 | Lits: 91 | Hébergement min: 7 265,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 16e Arrondissement	Île-de-France	France
ehpad-korian-monceau	EHPAD Korian Monceau	Groupe		Premier contact	26 rue Médéric	0142129595		Inconnu	105			Groupe: Groupe Korian | Finess: 750832586 | Lits: 105 | Hébergement min: 6 212,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 17e Arrondissement	Île-de-France	France
ehpad-residence-orpea-le-corbusier	EHPAD Résidence Orpea Le Corbusier	Groupe		Premier contact	63 rue de Bellevue	0155180100		Inconnu	110			Groupe: Groupe Emeis | Finess: 920020849 | Lits: 110 | Hébergement min: 5 874,30  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Boulogne-Billancourt	Île-de-France	France
ehpad-les-hautes-bruyeres	EHPAD Les Hautes Bruyères	Groupe		Premier contact	17 rue Lebourgeois	0232865230		Inconnu	114			Groupe: Univi | Finess: 760800730 | Lits: 114 | Hébergement min: 3 521,40  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Bonsecours	Normandie	France
ehpad-korian-jardins-d-alesia	EHPAD Korian Jardins d'Alésia	Groupe		Premier contact	187 avenue du Maine	0153902828		Inconnu	102			Groupe: Groupe Korian | Finess: 750004020 | Lits: 102 | Hébergement min: 6 212,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 14e Arrondissement	Île-de-France	France
ehpad-les-terrasses-de-mozart	EHPAD Les Terrasses de Mozart	Groupe		Premier contact	11 rue de la Source	0153928300		Inconnu	92			Groupe: Groupe Emeis | Finess: 750057366 | Lits: 92 | Hébergement min: 6 812,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 16e Arrondissement	Île-de-France	France
ehpad-korian-les-amandiers	EHPAD Korian Les Amandiers	Groupe		Premier contact	5 rue des Cendriers	0143589000		Inconnu	118			Groupe: Groupe Korian | Finess: 750828709 | Lits: 118 | Hébergement min: 4 935,60  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 20e Arrondissement	Île-de-France	France
ehpad-residence-retraite-du-parc	EHPAD Résidence retraite du Parc	Groupe		Premier contact	121 avenue de Verdun	0146122000		Inconnu	107			Groupe: Groupe Emera | Finess: 920025483 | Lits: 107 | Hébergement min: 5 404,50  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Châtillon	Île-de-France	France
ehpad-la-maison-des-parents	EHPAD La Maison des Parents	Groupe		Premier contact	67 rue du Château des Rentiers	0153799191		Inconnu	117			Groupe: Colisée France | Finess: 750041436 | Lits: 117 | Hébergement min: 4 942,50  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 13e Arrondissement	Île-de-France	France
ehpad-orpea-residence-castagnary	EHPAD Orpéa Résidence Castagnary	Groupe		Premier contact	102 rue Castagnary	0145307420		Inconnu	102			Groupe: Groupe Emeis | Finess: 750056491 | Lits: 102 | Hébergement min: 5 642,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 15e Arrondissement	Île-de-France	France
ehpad-residence-les-gobelins	EHPAD - Résidence Les Gobelins	Groupe		Premier contact	35 rue Le Brun	0144083800		Inconnu	93			Groupe: Domusvi | Finess: 750040149 | Lits: 93 | Hébergement min: 6 077,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 13e Arrondissement	Île-de-France	France
ehpad-le-verger-de-vincennes	EHPAD Le Verger de Vincennes	Groupe		Premier contact	21 avenue des Murs du Parc	0149572700		Inconnu	106			Groupe: Le Noble Âge Retraite | Finess: 940003858 | Lits: 106 | Hébergement min: 5 115,90  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vincennes	Île-de-France	France
ehpad-residence-ger-home	EHPAD Résidence Ger'Home	Groupe		Premier contact	23 rue Jules Lefèvre	0147894789		Inconnu	106			Groupe: Le Noble Âge Retraite | Finess: 920000155 | Lits: 106 | Hébergement min: 5 071,50  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Courbevoie	Île-de-France	France
ehpad-villa-d-epidaure	EHPAD Villa d'Épidaure	Groupe		Premier contact	34 avenue de la Jonchere	0130784400		Inconnu	87			Groupe: Le Noble Âge Retraite | Finess: 780000204 | Lits: 87 | Hébergement min: 6 175,80  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	La Celle-Saint-Cloud	Île-de-France	France
ehpad-la-villa-d-epidaure	EHPAD La Villa d'Epidaure	Groupe		Premier contact	17 rue des Croissants	0147013060		Inconnu	86			Groupe: Le Noble Âge Retraite | Finess: 920812062 | Lits: 86 | Hébergement min: 6 181,50  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Garches	Île-de-France	France
ehpad-residence-saint-jacques-groupe-orpea	EHPAD Résidence Saint-Jacques Groupe Orpea	Groupe		Premier contact	3 passage Victor Marchand	0140789999		Inconnu	110			Groupe: Groupe Emeis | Finess: 750831448 | Lits: 110 | Hébergement min: 4 832,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 13e Arrondissement	Île-de-France	France
ehpad-residence-medicis	EHPAD Résidence Medicis	Groupe		Premier contact	26 rue Diderot	0141906400		Inconnu	110			Groupe: SARL Gdp Vendome | Finess: 920012168 | Lits: 110 | Hébergement min: 4 801,50  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vanves	Île-de-France	France
ehpad-les-vignes-de-suresnes	EHPAD Les Vignes de Suresnes	Groupe		Premier contact	Avenue Franklin Roosevelt	0140995000		Inconnu	96			Groupe: Groupe Emeis | Finess: 920811783 | Lits: 96 | Hébergement min: 5 484,30  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Suresnes	Île-de-France	France
ehpad-korian-brune	EHPAD Korian Brune	Groupe		Premier contact	117 boulevard Brune	0153902050		Inconnu	99			Groupe: Groupe Korian | Finess: 750041527 | Lits: 99 | Hébergement min: 5 312,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 14e Arrondissement	Île-de-France	France
ehpad-residence-maintenon	EHPAD - Résidence Maintenon	Groupe		Premier contact	16 avenue de l’Europe	0177048300		Inconnu	115			Groupe: Domusvi | Finess: 780024261 | Lits: 115 | Hébergement min: 4 499,10  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Noisy-le-Roi	Île-de-France	France
ehpad-residence-saint-benoit	EHPAD Résidence Saint-Benoît	Groupe		Premier contact	6 rue de Malon	0231458888		Inconnu	104			Groupe: Association Les Résidences Saint-Benoît | Finess: 140016023 | Lits: 104 | Hébergement min: 3 027,30  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Caen	Normandie	France
ehpad-la-maison-du-coudrier	EHPAD La maison du Coudrier	Groupe		Premier contact	1 rue Robert Capa	0805291700		Inconnu	100			Groupe: ADEF Résidences | Finess: 140026758 | Lits: 100 | Hébergement min: 3 093,30  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Louvigny	Normandie	France
ehpad-villa-pegase	EHPAD Villa Pégase	Groupe		Premier contact	5 avenue Favart	0134935000		Inconnu	115			Groupe: Groupe Korian | Finess: 780826038 | Lits: 115 | Hébergement min: 4 468,50  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Maisons-Laffitte	Île-de-France	France
ehpad-korian-magenta	EHPAD Korian Magenta	Groupe		Premier contact	54 rue des Vinaigriers	0155269550		Inconnu	99			Groupe: Groupe Korian | Finess: 750038564 | Lits: 99 | Hébergement min: 5 177,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 10e Arrondissement	Île-de-France	France
ehpad-l-oree-du-golf	EHPAD L'Orée du Golf	Groupe		Premier contact	Rue Olympe de Gouges	0231533055		Inconnu	112			Groupe: Mutualité Française Normandie | Finess: 140027418 | Lits: 112 | Hébergement min: 2 631,30  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Épron	Normandie	France
ehpad-korian-hauts-de-jardy	EHPAD Korian Hauts de Jardy	Groupe		Premier contact	1 allée des Lauriers	0147019000		Inconnu	104			Groupe: Groupe Korian | Finess: 920015468 | Lits: 104 | Hébergement min: 4 876,50  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Vaucresson	Île-de-France	France
ehpad-korian-les-arcades	EHPAD Korian Les Arcades	Groupe		Premier contact	116 avenue Daumesnil	0143462600		Inconnu	97			Groupe: Groupe Korian | Finess: 750003360 | Lits: 97 | Hébergement min: 5 207,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 12e Arrondissement	Île-de-France	France
ehpad-korian-les-cedres	EHPAD Korian Les Cèdres	Groupe		Premier contact	Avenue de la Station	0148123800		Inconnu	116			Groupe: Groupe Korian | Finess: 930021522 | Lits: 116 | Hébergement min: 4 323,00  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Villemomble	Île-de-France	France
ehpad-villa-saint-antoine	EHPAD Villa Saint-Antoine	Groupe		Premier contact	16 boulevard Saint-Antoine	0139233434		Inconnu	100			Groupe: Groupe Korian | Finess: 780822466 | Lits: 100 | Hébergement min: 4 979,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Le Chesnay-Rocquencourt	Île-de-France	France
ehpad-residence-marconi	EHPAD Résidence Marconi	Groupe		Premier contact	6 rue Marconi	0130098500		Inconnu	102			Groupe: Le Noble Âge Retraite | Finess: 780006458 | Lits: 102 | Hébergement min: 4 859,10  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Chatou	Île-de-France	France
ehpad-edith-piaf	EHPAD Edith Piaf	Groupe		Premier contact	50 rue des Bois	0148039600		Inconnu	97			Groupe: Groupe Emeis | Finess: 750031098 | Lits: 97 | Hébergement min: 5 045,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 19e Arrondissement	Île-de-France	France
ehpad-residence-jean-baptiste-carpeaux	EHPAD Résidence Jean-Baptiste Carpeaux	Groupe		Premier contact	197 rue Marcadet	0185736653		Inconnu	95			Groupe: SAS Résidence Jean-Baptiste Carpeaux | Finess: 750071375 | Lits: 95 | Hébergement min: 5 130,60  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 18e Arrondissement	Île-de-France	France
ehpad-residence-oceane	EHPAD - Résidence Océane	Groupe		Premier contact	23 rue Raoul Wallenberg	0178099220		Inconnu	106			Groupe: SAS Résidence Océane | Finess: 750021719 | Lits: 106 | Hébergement min: 4 562,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 19e Arrondissement	Île-de-France	France
ehpad-villa-borghese	EHPAD Villa Borghèse	Groupe		Premier contact	8 rue Paul Napoléon Roinard	0175618810		Inconnu	118			Groupe: SARL Boronis | Finess: 920026507 | Lits: 118 | Hébergement min: 4 037,70  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Courbevoie	Île-de-France	France
ehpad-sainte-anne	EHPAD Sainte-Anne	Groupe		Premier contact	44 rue de Flers	0233623242		Inconnu	114			Groupe: Centre Gestion Mr Ste Anne | Finess: 610781270 | Lits: 114 | Hébergement min: 2 420,70  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	La Ferrière-aux-Étangs	Normandie	France
ehpad-fondation-lamauve	EHPAD Fondation Lamauve	Groupe		Premier contact	101 rue du Renard	0232102830		Inconnu	114			Groupe: Fondation Lamauve Rouen | Finess: 760790659 | Lits: 114 | Hébergement min: 2 420,10  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Rouen	Normandie	France
ehpad-le-jardin-d-elsa	EHPAD Le Jardin d'Elsa	Groupe		Premier contact	4 rue Elsa Triolet	0231359600		Inconnu	104			Groupe: Mutualité Française Normandie | Finess: 140025560 | Lits: 104 | Hébergement min: 2 637,90  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Ifs	Normandie	France
ehpad-la-pommeraie	EHPAD La Pommeraie	Groupe		Premier contact	4 route de Turretot	0235102100		Inconnu	112			Groupe: Association La Pommeraie - Jean Vanier | Finess: 760782904 | Lits: 112 | Hébergement min: 2 440,50  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Criquetot-l'Esneval	Normandie	France
residence-btp-rms-le-chateau-blanc	Résidence BTP RMS Le Château Blanc	Groupe		Premier contact	Périphérique Henri Wallon	0235643131		Inconnu	119			Groupe: BTP Résidences Médico-Sociales - RSM | Finess: 760790956 | Lits: 119 | Hébergement min: 2 263,50  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Étienne-du-Rouvray	Normandie	France
ehpad-orpea-la-garenne	EHPAD Orpea La Garenne	Groupe		Premier contact	31 rue de l'Aigle	0156056540		Inconnu	103			Groupe: Groupe Emeis | Finess: 920029105 | Lits: 103 | Hébergement min: 4 609,50  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	La Garenne-Colombes	Île-de-France	France
ehpad-la-mare-au-clerc	EHPAD La Mare au Clerc	Groupe		Premier contact	35 rue Sarah Bernhardt	0235545290		Inconnu	112			Groupe: Croix Rouge française (CRF) | Finess: 760915397 | Lits: 112 | Hébergement min: 2 364,60  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Le Havre	Normandie	France
ehpad-residence-les-issambres	EHPAD - Résidence Les Issambres	Groupe		Premier contact	111 boulevard Ney	0158603434		Inconnu	98			Groupe: Domusvi | Finess: 750042731 | Lits: 98 | Hébergement min: 4 832,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Paris 18e Arrondissement	Île-de-France	France
ehpad-residence-simon-vouet	EHPAD Résidence Simon Vouet	Groupe		Premier contact	3 avenue Simon Vouet	0185531581		Inconnu	111			Groupe: Domusvi | Finess: 780020665 | Lits: 111 | Hébergement min: 4 229,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Le Port-Marly	Île-de-France	France
ehpad-mandoline	EHPAD Mandoline	Groupe		Premier contact	7 square Debussy	0134802500		Inconnu	112			Groupe: Groupe Korian | Finess: 780824256 | Lits: 112 | Hébergement min: 4 186,20  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Chatou	Île-de-France	France
ehpad-residence-sevigne	EHPAD Résidence Sévigné	Groupe		Premier contact	83 rue du Pont de Créteil	0141814646		Inconnu	103			Groupe: Le Noble Âge Retraite | Finess: 940813074 | Lits: 103 | Hébergement min: 4 547,40  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Saint-Maur-des-Fossés	Île-de-France	France
ehpad-le-coeur-volant	EHPAD Le Coeur Volant	Groupe		Premier contact	19 chemin du Coeur Volant	0130829999		Inconnu	102			Groupe: Groupe Korian | Finess: 780804845 | Lits: 102 | Hébergement min: 4 591,50  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Louveciennes	Île-de-France	France
ehpad-de-trun	EHPAD de Trun	Groupe		Premier contact	69 rue de la République	0233367026		Inconnu	116			Groupe: EHPAD de Trun | Finess: 610784183 | Lits: 116 | Hébergement min: 2 053,20  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Trun	Normandie	France
residence-medicis	Résidence Médicis	Groupe		Premier contact	Route du Pavé des Gardes	0141142760		Inconnu	102			Groupe: SARL Sevres | Finess: 920026465 | Lits: 102 | Hébergement min: 4 576,50  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Sèvres	Île-de-France	France
ehpad-residence-la-vallee-de-la-marne	EHPAD Résidence La Vallée de la Marne	Groupe		Premier contact	49 quai de la Marne	0141817070		Inconnu	89			Groupe: Groupe Emeis | Finess: 940808025 | Lits: 89 | Hébergement min: 5 239,20  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Joinville-le-Pont	Île-de-France	France
ehpad-village-opad	EHPAD Village Opad	Groupe		Premier contact	3 rue de Dijon	0235841095		Inconnu	94			Groupe: Association Office Personnes Agees Dieppe | Finess: 760790758 | Lits: 94 | Hébergement min: 2 410,20  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Dieppe	Normandie	France
ehpad-mathilde-de-normandie	EHPAD Mathilde de Normandie	Groupe		Premier contact	Rue Avicenne	0231356440		Inconnu	110			Groupe: Centre Communal d'Action Sociale (CCAS) | Finess: 140004813 | Lits: 110 | Hébergement min: 2 055,90  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Caen	Normandie	France
ehpad-korian-lauriers-de-plaisance	EHPAD Korian Lauriers de Plaisance	Groupe		Premier contact	104 avenue du maréchal Foch	0143015800		Inconnu	113			Groupe: Groupe Korian | Finess: 930023155 | Lits: 113 | Hébergement min: 4 083,00  € | Typologie: Privé commercial		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Neuilly-Plaisance	Île-de-France	France
ehpad-residence-des-sapins	EHPAD Résidence des Sapins	Groupe		Premier contact	22 allée Charles Cros	0235602035		Inconnu	101			Groupe: Fondation Filseine | Finess: 760790949 | Lits: 101 | Hébergement min: 2 216,40  € | Typologie: Privé non lucratif		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Rouen	Normandie	France
residence-bouic-manoury	Résidence Bouic Manoury	Groupe		Premier contact	373 rue Charles de Gaulle	0235967711		Inconnu	100			Groupe: EHPAD Bouic Manoury - Fauville-En-Caux | Finess: 760782284 | Lits: 100 | Hébergement min: 2 210,10  € | Typologie: Public		import-ehpad	2026-05-29				EHPAD	Inconnu	1	Terres-de-Caux	Normandie	France
